year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,3,25,2154,2129,25,2316,2245,31,EV,4206,N22971,EWR,BTV,48,266,21,29,2013-03-26T01:00:00Z
2013,3,25,NA,1630,NA,NA,1737,NA,EV,4299,N19966,EWR,DCA,NA,199,16,30,2013-03-25T20:00:00Z
2013,3,25,NA,2046,NA,NA,2214,NA,EV,4571,N11565,EWR,MKE,NA,725,20,46,2013-03-26T00:00:00Z
2013,3,26,739,740,-1,1047,1044,3,B6,341,N663JB,JFK,SRQ,164,1041,7,40,2013-03-26T11:00:00Z
2013,3,26,742,747,-5,835,857,-22,EV,4696,N15555,EWR,MHT,35,209,7,47,2013-03-26T11:00:00Z
2013,3,26,744,751,-7,943,959,-16,EV,4532,N21197,EWR,CHS,99,628,7,51,2013-03-26T11:00:00Z
2013,3,26,753,800,-7,935,1000,-25,B6,219,N267JB,JFK,CLT,86,541,8,0,2013-03-26T12:00:00Z
2013,3,26,808,808,0,914,923,-9,EV,4233,N14558,EWR,BTV,45,266,8,8,2013-03-26T12:00:00Z
2013,3,26,810,810,0,1007,1020,-13,DL,2119,N343NB,LGA,MSP,140,1020,8,10,2013-03-26T12:00:00Z
2013,3,26,814,816,-2,1135,1146,-11,UA,1212,N33209,EWR,SFO,355,2565,8,16,2013-03-26T12:00:00Z
2013,3,26,826,827,-1,1215,1216,-1,B6,403,N536JB,JFK,SJU,202,1598,8,27,2013-03-26T12:00:00Z
2013,3,26,854,900,-6,1014,1020,-6,US,2120,N967UW,LGA,BOS,36,184,9,0,2013-03-26T13:00:00Z
2013,3,26,925,929,-4,1316,1326,-10,B6,215,N640JB,EWR,SJU,201,1608,9,29,2013-03-26T13:00:00Z
2013,3,26,945,950,-5,1040,1103,-23,9E,3739,N8896A,JFK,PHL,26,94,9,50,2013-03-26T13:00:00Z
2013,3,26,1035,1035,0,1401,1404,-3,B6,641,N658JB,JFK,SFO,361,2586,10,35,2013-03-26T14:00:00Z
2013,3,26,1104,1115,-11,1245,1310,-25,MQ,4485,N723MQ,LGA,CMH,77,479,11,15,2013-03-26T15:00:00Z
2013,3,26,1256,1259,-3,1455,1456,-1,US,1459,N194UW,LGA,CLT,88,544,12,59,2013-03-26T16:00:00Z
2013,3,26,1340,1245,55,1655,1600,55,AA,2253,N3EWAA,LGA,MIA,168,1096,12,45,2013-03-26T16:00:00Z
2013,3,26,1449,1455,-6,1621,1645,-24,AA,337,N4XJAA,LGA,ORD,111,733,14,55,2013-03-26T18:00:00Z
2013,3,26,1457,1500,-3,1809,1801,8,DL,2181,N604DL,LGA,MCO,148,950,15,0,2013-03-26T19:00:00Z
2013,3,26,1506,1516,-10,1753,1812,-19,B6,537,N509JB,EWR,TPA,150,997,15,16,2013-03-26T19:00:00Z
2013,3,26,1600,1600,0,1816,1828,-12,EV,4357,N18120,EWR,MSY,175,1167,16,0,2013-03-26T20:00:00Z
2013,3,26,1613,1614,-1,1724,1749,-25,UA,1492,N27722,EWR,ORD,112,719,16,14,2013-03-26T20:00:00Z
2013,3,26,1637,1645,-8,1831,1858,-27,9E,3881,N8836A,EWR,CVG,93,569,16,45,2013-03-26T20:00:00Z
2013,3,26,1640,1600,40,1834,1835,-1,9E,3315,N909XJ,JFK,MSP,144,1029,16,0,2013-03-26T20:00:00Z
2013,3,26,1702,1710,-8,1954,2015,-21,AA,695,N3FDAA,JFK,AUS,210,1521,17,10,2013-03-26T21:00:00Z
2013,3,26,1709,1710,-1,2018,2020,-2,UA,1259,N24715,LGA,IAH,206,1416,17,10,2013-03-26T21:00:00Z
2013,3,26,1728,1730,-2,2005,1957,8,F9,797,N218FR,LGA,DEN,227,1620,17,30,2013-03-26T21:00:00Z
2013,3,26,1752,1755,-3,2043,2048,-5,B6,547,N599JB,EWR,PBI,146,1023,17,55,2013-03-26T21:00:00Z
2013,3,26,1808,1810,-2,1958,2030,-32,9E,3542,N923XJ,JFK,MSP,146,1029,18,10,2013-03-26T22:00:00Z
2013,3,26,1817,1815,2,2005,2036,-31,9E,3470,N926XJ,JFK,DTW,78,509,18,15,2013-03-26T22:00:00Z
2013,3,26,1852,1855,-3,2146,2158,-12,UA,1128,N76529,LGA,IAH,202,1416,18,55,2013-03-26T22:00:00Z
2013,3,26,1932,1935,-3,2258,2316,-18,B6,645,N789JB,JFK,SFO,346,2586,19,35,2013-03-26T23:00:00Z
2013,3,26,2013,2015,-2,2359,11,-12,UA,1244,N37277,EWR,SJU,199,1608,20,15,2013-03-27T00:00:00Z
2013,3,27,556,602,-6,702,726,-24,EV,4252,N14143,EWR,MKE,103,725,6,2,2013-03-27T10:00:00Z
2013,3,27,654,700,-6,947,950,-3,WN,815,N357SW,EWR,HOU,215,1411,7,0,2013-03-27T11:00:00Z
2013,3,27,657,700,-3,1006,1025,-19,UA,347,N508UA,JFK,SFO,345,2586,7,0,2013-03-27T11:00:00Z
2013,3,27,707,710,-3,1016,1022,-6,B6,201,N521JB,JFK,FLL,162,1069,7,10,2013-03-27T11:00:00Z
2013,3,27,721,725,-4,936,948,-12,EV,4150,N41104,EWR,XNA,168,1131,7,25,2013-03-27T11:00:00Z
2013,3,27,743,745,-2,1018,1039,-21,UA,1592,N26208,EWR,MCO,137,937,7,45,2013-03-27T11:00:00Z
2013,3,27,753,759,-6,900,936,-36,UA,393,N802UA,EWR,ORD,104,719,7,59,2013-03-27T11:00:00Z
2013,3,27,855,900,-5,1116,1129,-13,DL,485,N301DQ,EWR,ATL,110,746,9,0,2013-03-27T13:00:00Z
2013,3,27,912,915,-3,1231,1232,-1,DL,2379,N356NW,LGA,FLL,162,1076,9,15,2013-03-27T13:00:00Z
2013,3,27,945,910,35,1117,1053,24,B6,885,N231JB,JFK,RDU,72,427,9,10,2013-03-27T13:00:00Z
2013,3,27,946,959,-13,1104,1124,-20,EV,5736,N820AS,LGA,IAD,48,229,9,59,2013-03-27T13:00:00Z
2013,3,27,1003,1010,-7,1114,1140,-26,MQ,3795,N530MQ,EWR,ORD,109,719,10,10,2013-03-27T14:00:00Z
2013,3,27,1010,1005,5,1252,1303,-11,UA,17,N37293,EWR,TPA,143,997,10,5,2013-03-27T14:00:00Z
2013,3,27,1057,1056,1,1315,1341,-26,UA,109,N39450,EWR,LAS,301,2227,10,56,2013-03-27T14:00:00Z
2013,3,27,1113,1115,-2,1239,1255,-16,WN,292,N478WN,LGA,BNA,116,764,11,15,2013-03-27T15:00:00Z
2013,3,27,1154,1200,-6,1308,1339,-31,UA,394,N482UA,LGA,ORD,104,733,12,0,2013-03-27T16:00:00Z
2013,3,27,1503,1449,14,1646,1625,21,EV,4323,N26549,EWR,RDU,69,416,14,49,2013-03-27T18:00:00Z
2013,3,27,1548,1553,-5,1756,1808,-12,EV,4684,N13968,EWR,SDF,108,642,15,53,2013-03-27T19:00:00Z
2013,3,27,1556,1605,-9,1748,1750,-2,EV,5486,N752EV,LGA,PIT,59,335,16,5,2013-03-27T20:00:00Z
2013,3,27,1633,1630,3,1846,1847,-1,DL,2231,N947DL,LGA,DTW,80,502,16,30,2013-03-27T20:00:00Z
2013,3,27,1648,1645,3,1950,2008,-18,DL,1394,N3771K,JFK,PDX,340,2454,16,45,2013-03-27T20:00:00Z
2013,3,27,1755,1800,-5,2025,2035,-10,DL,1047,N686DA,LGA,ATL,109,762,18,0,2013-03-27T22:00:00Z
2013,3,27,1845,1855,-10,2036,2100,-24,MQ,4649,N500MQ,LGA,MSP,137,1020,18,55,2013-03-27T22:00:00Z
2013,3,27,1935,1930,5,2142,2146,-4,9E,3798,N8940E,JFK,CLT,85,541,19,30,2013-03-27T23:00:00Z
2013,3,27,1947,1949,-2,2300,2321,-21,UA,1539,N12125,EWR,SFO,345,2565,19,49,2013-03-27T23:00:00Z
2013,3,27,2025,2030,-5,2134,2150,-16,WN,184,N928WN,EWR,MDW,105,711,20,30,2013-03-28T00:00:00Z
2013,3,27,2051,2100,-9,2321,2327,-6,DL,1247,N906DE,LGA,ATL,106,762,21,0,2013-03-28T01:00:00Z
2013,3,27,2208,2154,14,2316,2253,23,EV,5670,N14991,EWR,BWI,35,169,21,54,2013-03-28T01:00:00Z
2013,3,28,627,630,-3,807,818,-11,EV,4334,N15985,EWR,CMH,73,463,6,30,2013-03-28T10:00:00Z
2013,3,28,653,700,-7,1011,1044,-33,DL,1865,N713TW,JFK,SFO,347,2586,7,0,2013-03-28T11:00:00Z
2013,3,28,659,630,29,812,800,12,EV,4381,N17560,EWR,PIT,54,319,6,30,2013-03-28T10:00:00Z
2013,3,28,732,735,-3,845,910,-25,WN,824,N410WN,EWR,BNA,111,748,7,35,2013-03-28T11:00:00Z
2013,3,28,807,810,-3,1203,1215,-12,AA,655,N5ETAA,JFK,STT,203,1623,8,10,2013-03-28T12:00:00Z
2013,3,28,833,835,-2,1047,1114,-27,DL,2170,N399DA,JFK,PHX,295,2153,8,35,2013-03-28T12:00:00Z
2013,3,28,846,850,-4,1145,1207,-22,B6,1061,N348JB,JFK,AUS,216,1521,8,50,2013-03-28T12:00:00Z
2013,3,28,947,950,-3,1100,1103,-3,9E,3739,N8960A,JFK,PHL,26,94,9,50,2013-03-28T13:00:00Z
2013,3,28,1027,1030,-3,1236,1248,-12,DL,2343,N308DE,EWR,ATL,104,746,10,30,2013-03-28T14:00:00Z
2013,3,28,1030,1035,-5,1337,1404,-27,B6,641,N796JB,JFK,SFO,347,2586,10,35,2013-03-28T14:00:00Z
2013,3,28,1054,1100,-6,1337,1410,-33,AA,739,N3JXAA,LGA,DFW,199,1389,11,0,2013-03-28T15:00:00Z
2013,3,28,1118,1130,-12,1405,1437,-32,UA,703,N557UA,JFK,LAX,326,2475,11,30,2013-03-28T15:00:00Z
2013,3,28,1153,1200,-7,1335,1400,-25,US,1443,N747UW,JFK,CLT,77,541,12,0,2013-03-28T16:00:00Z
2013,3,28,1255,1259,-4,1419,1436,-17,UA,1705,N58101,EWR,ORD,108,719,12,59,2013-03-28T16:00:00Z
2013,3,28,1404,1410,-6,1527,1555,-28,MQ,4491,N720MQ,LGA,CLE,61,419,14,10,2013-03-28T18:00:00Z
2013,3,28,1510,1515,-5,1645,1700,-15,MQ,4333,N680MQ,JFK,PIT,62,340,15,15,2013-03-28T19:00:00Z
2013,3,28,1703,1655,8,2013,2030,-17,VX,413,N642VA,JFK,LAX,343,2475,16,55,2013-03-28T20:00:00Z
2013,3,28,1709,1704,5,1915,1929,-14,UA,1668,N75436,EWR,DEN,225,1605,17,4,2013-03-28T21:00:00Z
2013,3,28,1725,1729,-4,2046,2057,-11,UA,512,N518UA,JFK,SFO,354,2586,17,29,2013-03-28T21:00:00Z
2013,3,28,1736,1512,144,2021,1825,116,UA,681,N485UA,EWR,RSW,145,1068,15,12,2013-03-28T19:00:00Z
2013,3,28,1751,1750,1,2100,2105,-5,UA,1127,N75853,EWR,SFO,336,2565,17,50,2013-03-28T21:00:00Z
2013,3,28,1753,1614,99,2046,1905,101,UA,676,N530UA,EWR,SEA,319,2402,16,14,2013-03-28T20:00:00Z
2013,3,28,1829,1805,24,1958,1955,3,MQ,4626,N534MQ,LGA,CMH,70,479,18,5,2013-03-28T22:00:00Z
2013,3,28,1832,1835,-3,2022,2040,-18,DL,2131,N359NB,LGA,DTW,79,502,18,35,2013-03-28T22:00:00Z
2013,3,29,655,700,-5,835,850,-15,AA,305,N470AA,LGA,ORD,109,733,7,0,2013-03-29T11:00:00Z
2013,3,29,747,751,-4,942,959,-17,EV,4532,N21129,EWR,CHS,93,628,7,51,2013-03-29T11:00:00Z
2013,3,29,814,815,-1,1051,1115,-24,DL,1167,N306DQ,JFK,TPA,141,1005,8,15,2013-03-29T12:00:00Z
2013,3,29,823,824,-1,1007,1014,-7,EV,4548,N14960,EWR,RDU,68,416,8,24,2013-03-29T12:00:00Z
2013,3,29,826,830,-4,1007,1025,-18,AA,1855,N558AA,LGA,STL,128,888,8,30,2013-03-29T12:00:00Z
2013,3,29,829,827,2,1216,1216,0,B6,403,N597JB,JFK,SJU,196,1598,8,27,2013-03-29T12:00:00Z
2013,3,29,908,914,-6,1159,1210,-11,B6,57,N348JB,JFK,PBI,150,1028,9,14,2013-03-29T13:00:00Z
2013,3,29,1050,1050,0,1339,1402,-23,DL,1903,N906DL,LGA,SRQ,149,1047,10,50,2013-03-29T14:00:00Z
2013,3,29,1126,1130,-4,1310,1334,-24,US,1625,N163US,LGA,CLT,79,544,11,30,2013-03-29T15:00:00Z
2013,3,29,1210,1210,0,1323,1325,-2,WN,3839,N272WN,EWR,MDW,108,711,12,10,2013-03-29T16:00:00Z
2013,3,29,1307,1315,-8,1515,1520,-5,MQ,4564,N844MQ,LGA,DTW,78,502,13,15,2013-03-29T17:00:00Z
2013,3,29,1318,1325,-7,1445,1505,-20,MQ,4475,N711MQ,LGA,RDU,67,431,13,25,2013-03-29T17:00:00Z
2013,3,29,1336,1345,-9,1639,1705,-26,AA,1073,N3JYAA,LGA,MIA,160,1096,13,45,2013-03-29T17:00:00Z
2013,3,29,1537,1540,-3,1730,1748,-18,EV,4352,N12569,EWR,CVG,97,569,15,40,2013-03-29T19:00:00Z
2013,3,29,1553,1600,-7,1704,1717,-13,US,2181,N754UW,LGA,DCA,45,214,16,0,2013-03-29T20:00:00Z
2013,3,29,1626,1640,-14,1922,1955,-33,AA,773,N473AA,LGA,DFW,205,1389,16,40,2013-03-29T20:00:00Z
2013,3,29,1651,1700,-9,1802,1839,-37,UA,689,N817UA,LGA,ORD,110,733,17,0,2013-03-29T21:00:00Z
2013,3,29,1722,1725,-3,1832,1835,-3,EV,4373,N13992,EWR,DCA,41,199,17,25,2013-03-29T21:00:00Z
2013,3,29,1751,1730,21,2013,1957,16,F9,797,N218FR,LGA,DEN,227,1620,17,30,2013-03-29T21:00:00Z
2013,3,29,1836,1749,47,2020,1939,41,EV,4644,N33182,EWR,CMH,71,463,17,49,2013-03-29T21:00:00Z
2013,3,29,1856,1901,-5,2017,2021,-4,EV,4131,N16561,EWR,RIC,53,277,19,1,2013-03-29T23:00:00Z
2013,3,29,1929,1940,-11,2108,2121,-13,EV,5325,N748EV,LGA,CHO,52,305,19,40,2013-03-29T23:00:00Z
2013,3,29,1950,2000,-10,2059,2117,-18,US,2189,N754UW,LGA,DCA,46,214,20,0,2013-03-30T00:00:00Z
2013,3,29,1952,1943,9,2059,2053,6,EV,4312,N14923,EWR,DCA,40,199,19,43,2013-03-29T23:00:00Z
2013,3,29,2252,2255,-3,2354,2357,-3,B6,1018,N805JB,JFK,BOS,37,187,22,55,2013-03-30T02:00:00Z
2013,3,29,NA,600,NA,NA,703,NA,US,2114,NA,LGA,BOS,NA,184,6,0,2013-03-29T10:00:00Z
2013,3,30,638,640,-2,909,915,-6,EV,4209,N14923,EWR,ATL,109,746,6,40,2013-03-30T10:00:00Z
2013,3,30,807,810,-3,944,955,-11,MQ,4406,N804MQ,JFK,RDU,63,427,8,10,2013-03-30T12:00:00Z
2013,3,30,903,900,3,1146,1220,-34,AA,647,N7BGAA,JFK,MIA,137,1089,9,0,2013-03-30T13:00:00Z
2013,3,30,954,959,-5,1116,1129,-13,MQ,4670,N518MQ,LGA,BNA,111,764,9,59,2013-03-30T13:00:00Z
2013,3,30,1151,1200,-9,1245,1305,-20,US,2126,N956UW,LGA,BOS,35,184,12,0,2013-03-30T16:00:00Z
2013,3,30,1256,1300,-4,1517,1535,-18,DL,781,N914DE,LGA,ATL,109,762,13,0,2013-03-30T17:00:00Z
2013,3,30,1341,1345,-4,1727,1705,22,AA,117,N323AA,JFK,LAX,366,2475,13,45,2013-03-30T17:00:00Z
2013,3,30,1347,1345,2,1647,1655,-8,B6,209,N638JB,JFK,LGB,339,2465,13,45,2013-03-30T17:00:00Z
2013,3,30,1705,1715,-10,2011,2034,-23,DL,503,N3767,JFK,SAN,344,2446,17,15,2013-03-30T21:00:00Z
2013,3,30,1723,1706,17,2006,2016,-10,B6,15,N238JB,JFK,FLL,142,1069,17,6,2013-03-30T21:00:00Z
2013,3,30,1729,1730,-1,1952,1957,-5,F9,797,N218FR,LGA,DEN,239,1620,17,30,2013-03-30T21:00:00Z
2013,3,30,1949,1955,-6,2245,2310,-25,AA,1709,N3CKAA,LGA,MIA,143,1096,19,55,2013-03-30T23:00:00Z
2013,3,30,2010,2000,10,2244,2303,-19,UA,1220,N38268,EWR,IAH,196,1400,20,0,2013-03-31T00:00:00Z
2013,3,30,2125,2128,-3,2351,2355,-4,B6,97,N806JB,JFK,DEN,236,1626,21,28,2013-03-31T01:00:00Z
2013,3,30,2211,2159,12,54,56,-2,B6,11,N653JB,JFK,FLL,145,1069,21,59,2013-03-31T01:00:00Z
2013,3,31,854,900,-6,1158,1220,-22,AA,647,N642AA,JFK,MIA,152,1089,9,0,2013-03-31T13:00:00Z
2013,3,31,854,900,-6,1123,1143,-20,DL,1747,N378NW,LGA,ATL,121,762,9,0,2013-03-31T13:00:00Z
2013,3,31,926,929,-3,1048,1059,-11,EV,4638,N17196,EWR,PIT,53,319,9,29,2013-03-31T13:00:00Z
2013,3,31,950,959,-9,1154,1200,-6,US,1277,N124US,LGA,CLT,89,544,9,59,2013-03-31T13:00:00Z
2013,3,31,1154,1200,-6,1505,1507,-2,UA,703,N554UA,JFK,LAX,345,2475,12,0,2013-03-31T16:00:00Z
2013,3,31,1210,1205,5,1342,1345,-3,WN,1791,N946WN,EWR,STL,131,872,12,5,2013-03-31T16:00:00Z
2013,3,31,1351,1354,-3,1708,1704,4,UA,305,N474UA,EWR,FLL,169,1065,13,54,2013-03-31T17:00:00Z
2013,3,31,1454,1505,-11,1619,1640,-21,9E,4105,N8560F,JFK,IAD,48,228,15,5,2013-03-31T19:00:00Z
2013,3,31,1605,1610,-5,1747,1736,11,9E,3968,N8948B,JFK,PHL,37,94,16,10,2013-03-31T20:00:00Z
2013,3,31,1628,1635,-7,1754,1810,-16,MQ,3695,N516MQ,EWR,ORD,114,719,16,35,2013-03-31T20:00:00Z
2013,3,31,1650,1650,0,1843,1855,-12,WN,2284,N960WN,LGA,STL,140,888,16,50,2013-03-31T20:00:00Z
2013,3,31,1705,1704,1,1930,1926,4,UA,509,N571UA,LGA,DEN,233,1620,17,4,2013-03-31T21:00:00Z
2013,3,31,1721,1723,-2,1843,1901,-18,UA,1446,N37422,EWR,ORD,116,719,17,23,2013-03-31T21:00:00Z
2013,3,31,1725,1738,-13,1928,1926,2,B6,1185,N266JB,JFK,RDU,75,427,17,38,2013-03-31T21:00:00Z
2013,3,31,1804,1810,-6,1925,1945,-20,MQ,4484,N738MQ,LGA,BNA,126,764,18,10,2013-03-31T22:00:00Z
2013,3,31,1836,1840,-4,2140,2205,-25,DL,1643,N3752,JFK,SEA,335,2422,18,40,2013-03-31T22:00:00Z
2013,3,31,1852,1855,-3,2042,2051,-9,9E,3374,N919XJ,JFK,PIT,63,340,18,55,2013-03-31T22:00:00Z
2013,3,31,1856,1900,-4,2121,2131,-10,DL,947,N675DL,LGA,ATL,117,762,19,0,2013-03-31T23:00:00Z
2013,3,31,1904,1725,99,2137,2017,80,UA,1109,N14106,EWR,MCO,132,937,17,25,2013-03-31T21:00:00Z
2013,3,31,1909,1904,5,2035,2045,-10,UA,1727,N33289,EWR,ORD,107,719,19,4,2013-03-31T23:00:00Z
2013,4,1,559,600,-1,736,745,-9,AA,301,N3FTAA,LGA,ORD,122,733,6,0,2013-04-01T10:00:00Z
2013,4,1,628,635,-7,722,739,-17,B6,1002,N648JB,JFK,BOS,35,187,6,35,2013-04-01T10:00:00Z
2013,4,1,653,700,-7,752,805,-13,US,2116,N963UW,LGA,BOS,38,184,7,0,2013-04-01T11:00:00Z
2013,4,1,828,835,-7,1101,1114,-13,DL,2170,N374DA,JFK,PHX,315,2153,8,35,2013-04-01T12:00:00Z
2013,4,1,836,840,-4,1148,1150,-2,UA,443,N518UA,JFK,LAX,344,2475,8,40,2013-04-01T12:00:00Z
2013,4,1,856,900,-4,1124,1120,4,EV,4689,N21154,EWR,MCI,181,1092,9,0,2013-04-01T13:00:00Z
2013,4,1,1025,955,30,1125,1108,17,B6,600,N206JB,JFK,PWM,49,273,9,55,2013-04-01T13:00:00Z
2013,4,1,1127,1115,12,1322,1310,12,MQ,4485,N721MQ,LGA,CMH,88,479,11,15,2013-04-01T15:00:00Z
2013,4,1,1256,1300,-4,1410,1404,6,EV,4129,N12166,EWR,DCA,47,199,13,0,2013-04-01T17:00:00Z
2013,4,1,1352,1355,-3,1637,1648,-11,UA,564,N443UA,EWR,MCO,144,937,13,55,2013-04-01T17:00:00Z
2013,4,1,1426,1430,-4,1623,1554,29,EV,5766,N836AS,LGA,IAD,51,229,14,30,2013-04-01T18:00:00Z
2013,4,1,1454,1445,9,1752,1801,-9,DL,1531,N327NB,LGA,RSW,163,1080,14,45,2013-04-01T18:00:00Z
2013,4,1,1516,1520,-4,1811,1811,0,B6,537,N635JB,EWR,TPA,148,997,15,20,2013-04-01T19:00:00Z
2013,4,1,1533,1530,3,1911,1910,1,AA,85,N362AA,JFK,SFO,361,2586,15,30,2013-04-01T19:00:00Z
2013,4,1,1637,1640,-3,2033,1958,35,B6,139,N292JB,JFK,RSW,162,1074,16,40,2013-04-01T20:00:00Z
2013,4,1,1704,1710,-6,2021,2015,6,AA,695,N3FJAA,JFK,AUS,224,1521,17,10,2013-04-01T21:00:00Z
2013,4,1,1707,1700,7,1950,1933,17,DL,1499,N671DN,LGA,ATL,116,762,17,0,2013-04-01T21:00:00Z
2013,4,1,1747,1715,32,2131,2024,67,DL,1779,N332NW,LGA,FLL,157,1076,17,15,2013-04-01T21:00:00Z
2013,4,1,1755,1750,5,2121,2105,16,UA,1127,N57852,EWR,SFO,340,2565,17,50,2013-04-01T21:00:00Z
2013,4,1,1850,1855,-5,2044,2056,-12,US,1491,N170US,LGA,CLT,97,544,18,55,2013-04-01T22:00:00Z
2013,4,1,1958,1729,149,2214,1937,157,EV,4104,N13958,EWR,CVG,107,569,17,29,2013-04-01T21:00:00Z
2013,4,1,2019,2020,-1,2310,2318,-8,UA,1724,N14704,EWR,PBI,148,1023,20,20,2013-04-02T00:00:00Z
2013,4,1,2023,1816,127,2201,2005,116,UA,1053,N79402,EWR,CLE,67,404,18,16,2013-04-01T22:00:00Z
2013,4,1,2033,2035,-2,2334,2341,-7,UA,1299,N32404,EWR,RSW,153,1068,20,35,2013-04-02T00:00:00Z
2013,4,1,2053,2015,38,2313,2239,34,9E,4033,N8721B,LGA,TYS,105,647,20,15,2013-04-02T00:00:00Z
2013,4,1,2241,2129,72,2336,2245,51,EV,4206,N16170,EWR,BTV,39,266,21,29,2013-04-02T01:00:00Z
2013,4,1,2243,2245,-2,6,8,-2,B6,112,N535JB,JFK,BUF,59,301,22,45,2013-04-02T02:00:00Z
2013,4,2,551,600,-9,842,854,-12,B6,507,N580JB,EWR,FLL,147,1065,6,0,2013-04-02T10:00:00Z
2013,4,2,555,600,-5,825,840,-15,B6,79,N584JB,JFK,MCO,135,944,6,0,2013-04-02T10:00:00Z
2013,4,2,717,710,7,1045,1035,10,VX,399,N636VA,JFK,LAX,359,2475,7,10,2013-04-02T11:00:00Z
2013,4,2,726,729,-3,1002,1020,-18,B6,361,N630JB,LGA,PBI,140,1035,7,29,2013-04-02T11:00:00Z
2013,4,2,736,632,64,839,745,54,B6,1305,N351JB,JFK,IAD,47,228,6,32,2013-04-02T10:00:00Z
2013,4,2,912,915,-3,1258,1316,-18,DL,301,N3751B,JFK,SJU,200,1598,9,15,2013-04-02T13:00:00Z
2013,4,2,956,1000,-4,1233,1251,-18,UA,262,N459UA,EWR,MCO,138,937,10,0,2013-04-02T14:00:00Z
2013,4,2,1028,1030,-2,1236,1248,-12,DL,2343,N302DQ,EWR,ATL,110,746,10,30,2013-04-02T14:00:00Z
2013,4,2,1032,1041,-9,1153,1205,-12,EV,4322,N13118,EWR,MKE,118,725,10,41,2013-04-02T14:00:00Z
2013,4,2,1104,1100,4,1402,1414,-12,DL,1275,N3749D,JFK,SLC,283,1990,11,0,2013-04-02T15:00:00Z
2013,4,2,1124,1130,-6,1314,1330,-16,US,1625,N177US,LGA,CLT,86,544,11,30,2013-04-02T15:00:00Z
2013,4,2,1235,1240,-5,1423,1434,-11,DL,1544,N901DE,EWR,DTW,89,488,12,40,2013-04-02T16:00:00Z
2013,4,2,1241,1242,-1,1517,1528,-11,B6,991,N584JB,JFK,PBI,143,1028,12,42,2013-04-02T16:00:00Z
2013,4,2,1354,1355,-1,1639,1645,-6,B6,1783,N746JB,JFK,MCO,142,944,13,55,2013-04-02T17:00:00Z
2013,4,2,1420,1426,-6,1632,1653,-21,DL,1705,N356NW,LGA,MSY,175,1183,14,26,2013-04-02T18:00:00Z
2013,4,2,1422,1422,0,1703,1715,-12,UA,1166,N41135,EWR,TPA,144,997,14,22,2013-04-02T18:00:00Z
2013,4,2,1435,1440,-5,1622,1630,-8,MQ,4429,N711MQ,LGA,CMH,89,479,14,40,2013-04-02T18:00:00Z
2013,4,2,1505,1445,20,1822,1805,17,AA,1925,N3BCAA,LGA,MIA,161,1096,14,45,2013-04-02T18:00:00Z
2013,4,2,1526,1535,-9,1759,1800,-1,MQ,4525,N738MQ,LGA,XNA,191,1147,15,35,2013-04-02T19:00:00Z
2013,4,2,1555,1545,10,1835,1837,-2,UA,1593,N36247,EWR,MCO,136,937,15,45,2013-04-02T19:00:00Z
2013,4,2,1622,1610,12,1743,1736,7,9E,3968,N8533D,JFK,PHL,29,94,16,10,2013-04-02T20:00:00Z
2013,4,2,1750,1750,0,2058,2105,-7,UA,1127,N57852,EWR,SFO,343,2565,17,50,2013-04-02T21:00:00Z
2013,4,2,1840,1703,97,2026,1852,94,EV,4202,N14562,EWR,STL,153,872,17,3,2013-04-02T21:00:00Z
2013,4,2,1849,1859,-10,2108,2125,-17,FL,645,N950AT,LGA,ATL,117,762,18,59,2013-04-02T22:00:00Z
2013,4,2,1909,1905,4,2152,2217,-25,UA,1471,N36207,EWR,RSW,146,1068,19,5,2013-04-02T23:00:00Z
2013,4,2,1938,1939,-1,2312,2329,-17,B6,645,N634JB,JFK,SFO,354,2586,19,39,2013-04-02T23:00:00Z
2013,4,3,553,600,-7,820,852,-32,UA,1693,N38454,EWR,LAS,311,2227,6,0,2013-04-03T10:00:00Z
2013,4,3,621,630,-9,923,943,-20,UA,387,N530UA,EWR,LAX,346,2454,6,30,2013-04-03T10:00:00Z
2013,4,3,639,643,-4,916,906,10,UA,311,N410UA,EWR,DEN,245,1605,6,43,2013-04-03T10:00:00Z
2013,4,3,649,640,9,914,853,21,B6,117,N298JB,JFK,MSY,189,1182,6,40,2013-04-03T10:00:00Z
2013,4,3,659,700,-1,958,1008,-10,UA,1701,N77296,EWR,FLL,150,1065,7,0,2013-04-03T11:00:00Z
2013,4,3,724,729,-5,1020,1020,0,B6,361,N590JB,LGA,PBI,138,1035,7,29,2013-04-03T11:00:00Z
2013,4,3,801,805,-4,1045,1052,-7,EV,5079,N748EV,LGA,JAX,120,833,8,5,2013-04-03T12:00:00Z
2013,4,3,810,820,-10,930,944,-14,9E,4051,N8432A,JFK,BWI,38,184,8,20,2013-04-03T12:00:00Z
2013,4,3,832,839,-7,936,950,-14,B6,1172,N203JB,EWR,BOS,37,200,8,39,2013-04-03T12:00:00Z
2013,4,3,844,755,49,1106,1007,59,9E,3879,N824AY,EWR,CVG,105,569,7,55,2013-04-03T11:00:00Z
2013,4,3,845,850,-5,1000,1011,-11,9E,3314,N927XJ,JFK,BOS,37,187,8,50,2013-04-03T12:00:00Z
2013,4,3,855,900,-5,1122,1129,-7,DL,485,N307DQ,EWR,ATL,117,746,9,0,2013-04-03T13:00:00Z
